Order Date,Purchase Price Per Unit,Quantity,Shipping Address State,Title,Q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use-cigarettes,Q-substance-use-marijuana,Q-substance-use-alcohol,Q-personal-diabetes,Q-personal-wheelchair,Vitamins Found,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Vitamin K,B1,B2,B3,B6,B12,B5,B7,B9,Multivitamin,Vitamins List,Vitamin Count
2022-02-12,14.95,1.0,CA,"Sports Research Biotin Supplement with Organic Coconut Oil, 5,000mcg, 120 Veggie Softgel Caps",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),2,3,More than 10 times per month,No,No,Yes,No,No,B7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2018-02-05,12.59,1.0,CA,"Source Naturals Vitamin B-6, 500 mg Immune System Support - 100 Tablets",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),2,More than 10 times per month,No,No,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2018-08-29,12.98,1.0,CA,Amazing Formulas Riboflavin 400mg 120 Capsules Dietary Supplement | Non-GMO | Gluten Free | Made in USA,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),2,More than 10 times per month,No,No,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2020-02-23,5.18,1.0,CA,"Prelief Acid Reducer Caplets Dietary Supplement, 60 Count",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),2,More than 10 times per month,No,No,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2020-06-23,9.99,1.0,CA,"Amazon Brand - Solimo Vitamin B12 3000 mcg - Normal Energy Production and Metabolism, Immune System Support* - 100 Gummies (2 Gummies per serving)",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),2,More than 10 times per month,No,No,No,No,Yes,"B1, B12",0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B1, B12",2
2020-06-23,5.49,1.0,CA,"Nature Made Vitamin B1 100 mg, Dietary Supplement for Energy Metabolism Support, 100 Tablets, 100 Day Supply",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),2,More than 10 times per month,No,No,No,No,Yes,B1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B1,1
2020-08-28,12.99,1.0,CA,"Nature Made Vitamin C 1000 mg, Dietary Supplement for Immune Support, 100 Tablets, 100 Day Supply",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),2,More than 10 times per month,No,No,No,No,Yes,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2022-03-17,15.49,1.0,CA,"Vitamin B12 Sublingual 1000 mcg | 400 Fast Dissolve Tablets | Methylcobalamin Supplement for Adults | Natural Berry Flavor | Vegan, Vegetarian, Non-GMO, and Gluten Free | by Horbaach",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),2,More than 10 times per month,No,No,No,No,Yes,"B1, B12",0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B1, B12",2
2023-02-27,8.67,1.0,CA,"365 by Whole Foods Market, Vitamin B2 100Mg, 100 Veg Capsules",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),2,More than 10 times per month,No,No,No,No,Yes,B2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B2,1
2018-03-23,18.93,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2018-05-23,23.93,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2018-07-23,21.08,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2018-11-21,16.49,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2019-04-06,19.91,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2019-07-22,22.0,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2019-12-09,23.44,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2020-01-22,21.4,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2020-05-23,19.69,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2020-07-23,19.83,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2020-09-22,22.88,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2020-11-21,24.86,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2021-01-23,24.86,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2021-03-23,24.86,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2021-05-22,24.86,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2021-07-23,19.93,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2021-09-22,18.03,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2021-11-22,23.73,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2022-01-23,24.86,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2022-03-23,25.12,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2022-05-23,23.08,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2022-07-23,20.77,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2022-09-22,20.79,1.0,FL,"Lipo-Flavonoid Plus, Tinnitus Relief for Ringing Ears, OTC Flavonoid Ear Health Vitamins, Bioflavonoids & Vitamin C, 100 Caplets",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2020-03-28,16.98,1.0,NY,"Airborne 1000mg Vitamin C with Zinc Effervescent Tablets, Immune Support Supplement with Powerful Antioxidants Vitamins A C & E - 10 Fizzy Drink Tablets, Zesty Orange Flavor",25 - 34 years,No,Asian,Bachelor's degree,"$25,000 - $49,999",Other,LGBTQ+,3,4+,Less than 5 times per month,No,Yes,Yes,Yes,Yes,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2021-04-02,21.12,1.0,NY,"Airborne 750mg Vitamin C Gummies For Adults, Immune Support Gummies With Powerful Antioxidants Vit C & E - (2x63 count bottle), Assorted Fruit Flavor",25 - 34 years,No,Asian,Bachelor's degree,"$25,000 - $49,999",Other,LGBTQ+,3,4+,Less than 5 times per month,No,Yes,Yes,Yes,Yes,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2021-05-16,33.0,1.0,NY,"Airborne 750mg Vitamin C Gummies For Adults, Immune Support Gummies With Powerful Antioxidants Vit C & E - (2x63 count bottle), Assorted Fruit Flavor",25 - 34 years,No,Asian,Bachelor's degree,"$25,000 - $49,999",Other,LGBTQ+,3,4+,Less than 5 times per month,No,Yes,Yes,Yes,Yes,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2021-07-06,11.0,1.0,NY,"Nature’s Bounty Vitamin C, Immune Support, Tablets, 500mg, 250 Ct",25 - 34 years,No,Asian,Bachelor's degree,"$25,000 - $49,999",Other,LGBTQ+,3,4+,Less than 5 times per month,No,Yes,Yes,Yes,Yes,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2021-11-20,17.19,2.0,NY,"Airborne 750mg Vitamin C Gummies For Adults, Immune Support Supplement with Powerful Antioxidants Vitamins C & E - 63 Gummies, Zesty Orange Flavor",25 - 34 years,No,Asian,Bachelor's degree,"$25,000 - $49,999",Other,LGBTQ+,3,4+,Less than 5 times per month,No,Yes,Yes,Yes,Yes,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2022-01-02,26.04,1.0,NY,"Airborne 750mg Vitamin C Gummies For Adults, Immune Support Gummies With Powerful Antioxidants Vit C & E - (2x63 count bottle), Assorted Fruit Flavor",25 - 34 years,No,Asian,Bachelor's degree,"$25,000 - $49,999",Other,LGBTQ+,3,4+,Less than 5 times per month,No,Yes,Yes,Yes,Yes,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2022-01-26,17.99,1.0,NY,"Airborne 750mg Vitamin C Gummies For Adults, Immune Support Supplement with Powerful Antioxidants Vitamins C & E - 63 Gummies, Zesty Orange Flavor",25 - 34 years,No,Asian,Bachelor's degree,"$25,000 - $49,999",Other,LGBTQ+,3,4+,Less than 5 times per month,No,Yes,Yes,Yes,Yes,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2022-02-10,29.5,1.0,NY,"Airborne 750mg Vitamin C Gummies For Adults, Immune Support Gummies With Powerful Antioxidants Vit C & E - (2x63 count bottle), Assorted Fruit Flavor",25 - 34 years,No,Asian,Bachelor's degree,"$25,000 - $49,999",Other,LGBTQ+,3,4+,Less than 5 times per month,No,Yes,Yes,Yes,Yes,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2022-04-26,9.97,2.0,NY,"Airborne Simply C 250mg Vitamin C Gummies, Immune Support Supplement with Proprietary Herbal Blend - 44 Gummies, Zesty Orange Flavor",25 - 34 years,No,Asian,Bachelor's degree,"$25,000 - $49,999",Other,LGBTQ+,3,4+,Less than 5 times per month,No,Yes,Yes,Yes,Yes,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2022-05-19,9.97,2.0,NY,"Airborne Simply C 250mg Vitamin C Gummies, Immune Support Supplement with Proprietary Herbal Blend - 44 Gummies, Zesty Orange Flavor",25 - 34 years,No,Asian,Bachelor's degree,"$25,000 - $49,999",Other,LGBTQ+,3,4+,Less than 5 times per month,No,Yes,Yes,Yes,Yes,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2020-06-28,8.61,1.0,CA,"Nature’s Bounty Niacin 500mg Flush Free, Cellular Energy Support, Supports Nervous System Health, 120 Capsules",25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,Prefer not to say,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2021-11-27,17.95,1.0,CA,"Global Healing Center Vegansafe B12, 2500 mcg Organic Sublingual Liquid Vitamin B12 Drops | 2-in-1 Methylcobalamin & Adenosylcobalamin Blend for Energy, Mood, and Heart Health, 30-Day Supply (1 Fl Oz)",25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,Prefer not to say,No,No,No,"B1, B12",0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B1, B12",2
2021-12-21,6.54,1.0,CA,"Nature Made Super B Energy Complex, Dietary Supplement for Nervous System Support, 60 Softgels, 60 Day Supply",25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,Prefer not to say,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2018-10-08,14.65,1.0,FL,"Jarrow Formulas Methyl B-12 5000 mcg - 60 Chewable Tablets, Cherry - Bioactive Vitamin B12 - Supports Energy Production, Brain Health & Metabolism - Gluten Free - 60 Servings",65 and older,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,Yes,No,No,"B1, B12, B12",0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B1, B12",2
2020-04-08,14.42,1.0,FL,"Jarrow Formulas Methyl B-12 5000 mcg - 60 Chewable Tablets, Cherry - Bioactive Vitamin B12 - Supports Energy Production, Brain Health & Metabolism - Gluten Free - 60 Servings",65 and older,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,Yes,No,No,"B1, B12, B12",0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B1, B12",2
2021-11-01,14.99,1.0,FL,"NatureWise Vitamin D3 5000iu (125 mcg) 1 Year Supply for Healthy Muscle Function, and Immune Support, Non-GMO, Gluten Free in Cold-Pressed Olive Oil, Packaging Vary ( Mini Softgel), 360 Count",65 and older,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2021-11-01,10.01,1.0,FL,"Nature’s Bounty Vitamin C, Immune Support, Tablets, 500mg, 250 Ct",65 and older,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,Yes,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2021-11-14,14.99,1.0,FL,"NatureWise Vitamin D3 5000iu (125 mcg) 1 Year Supply for Healthy Muscle Function, and Immune Support, Non-GMO, Gluten Free in Cold-Pressed Olive Oil, Packaging Vary ( Mini Softgel), 360 Count",65 and older,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2021-02-10,11.7,1.0,NY,"Nature's Bounty Hair, Skin & Nails with Biotin, Strawberry Gummies Vitamin Supplement, Supports Hair, Skin, and Nail Health for Women, 2500 mcg, 140 Ct",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,No,No,No,B7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2021-06-26,15.43,1.0,NY,The B-Total Solution - Sublingual B Vitamins - Twin Pak,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,No,No,No,B12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B1, B12",2
2020-02-25,4.49,1.0,NY,"Puritans Pride Vitamin D3 Mega Potency 5000 IU Bolsters Immune Health System Support and Healthy Bones & Teeth, Unflovored, 100 Count",25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Prefer not to say,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,I stopped in the recent past,I stopped in the recent past,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2020-02-25,6.73,1.0,NY,"Nature Made Vitamin B12 Sublingual, Easy to Take Vitamin B12 1000 mcg for Energy Metabolism Support, 50 Sugar Free Micro-Lozenges, 50 Day Supply",25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Prefer not to say,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,I stopped in the recent past,I stopped in the recent past,Yes,No,No,"B1, B12",0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B1, B12",2
2023-01-03,15.99,1.0,TX,"Liposomal Vitamin B Complex Liquid Drops for Improved Absorption Sublingual B Complex Vitamins Supplement with Methylated B12,B1, B2, B3, B5, B6,Folate,Biotin for Energy & Immune Support-2.0 oz",55 - 64 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),3,3,Less than 5 times per month,No,Yes,Yes,No,No,"B1, B2, B3, B6, B12, B5, B7, B9",0,0,0,0,0,1,1,1,1,1,1,1,1,0,"B1, B2, B3, B6, B12, B5, B7, B9",8
2023-01-03,18.35,1.0,TX,"Garden Of Life Vitamin Code Raw Vitamin B Complex Vegetarian Capsules, 60 CT",55 - 64 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),3,3,Less than 5 times per month,No,Yes,Yes,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2023-01-03,13.76,1.0,TX,"​MegaFood D3 1000 IU (25 mcg) Gummy - Vitamin D Supplement for Bone, Muscle & Immune Support - Non-GMO, Gluten-Free - Mixed Fruit - 70 Count",55 - 64 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),3,3,Less than 5 times per month,No,Yes,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2018-01-20,38.49,1.0,CA,"Rainbow Light Multivitamin for Women, Vitamin C, D & Zinc, Probiotics, Women’s One Multivitamin Provides High Potency Immune Support, Non-GMO, Vegetarian, 150 Tablets",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),2,5 - 10 times per month,No,No,Yes,No,No,"Vitamin C, Multivitamin",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Vitamin C, Multivitamin",2
2018-05-20,14.06,1.0,CA,"Natrol Biotin Beauty Tablets Promotes Healthy Hair Skin and Nails Helps Support Energy Metabolism Helps Convert Food Into Energy Maximum Strength 10000mcg, Multi, 200 Count",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),2,5 - 10 times per month,No,No,Yes,No,No,B7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2021-04-17,13.98,1.0,CA,"NUI NUTRA Biotin Supplement 10000mcg, 150 Capsules - Hair Skin and Nail Support (Vegan, Gluten Free, Non-GMO, Lab Tested)",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),2,5 - 10 times per month,No,No,Yes,No,No,B7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2021-09-29,8.88,1.0,NY,"Amazon Brand - Solimo Adult Multivitamin, 150 Gummies, 75-Day Supply",25 - 34 years,No,Asian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),3,1 (just me!),Less than 5 times per month,No,No,Yes,No,No,Multivitamin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Multivitamin,1
